,Kind,Name,AvgCyclomatic,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethodAll,CountDeclMethod,CountDeclMethodPublic,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,Change
505,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterGrad,1,1,3,0,13,4,52,13,5,124,3,82,Lines Increased
506,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterHighlights,2,1,3,0,4,2,23,4,3,44,3,66,Lines Increased
507,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterHue,1,1,4,0,4,1,23,4,3,34,3,33,Lines Increased
508,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterKMeans,3,1,2,0,4,1,23,4,3,59,3,33,Lines Increased
509,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterNegative,1,1,3,0,5,0,21,5,4,27,2,0,Lines Increased
510,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterRedEye,1,1,4,0,8,1,24,8,7,45,2,28,Lines Increased
511,Public Abstract Class,com.android.gallery3d.filtershow.filters.ImageFilterRS,1,1,2,4,21,5,39,23,8,193,2,91,No Change
512,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterSaturated,1,1,2,0,4,0,23,4,3,32,3,0,Lines Increased
513,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterShadows,1,1,2,0,4,0,23,4,3,30,3,0,Lines Increased
514,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterSharpen,1,1,4,0,9,2,48,9,4,74,3,55,Lines Increased
515,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterTinyPlanet,2,1,8,0,6,1,26,7,4,107,3,66,Lines Increased
516,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterVibrance,1,1,2,0,4,0,23,4,3,30,3,0,Lines Increased
517,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterVignette,1,1,6,0,11,3,50,11,5,112,3,80,Lines Increased
518,Public Class,com.android.gallery3d.filtershow.filters.ImageFilterWBalance,1,1,3,0,5,0,21,5,4,29,2,0,Lines Increased
519,Public Class,com.android.gallery3d.filtershow.filters.ParametericFilterRepresentation,1,1,0,0,1,0,40,1,1,4,2,0,Lines Increased
520,Public Class,com.android.gallery3d.filtershow.filters.RedEyeCandidate,1,2,0,0,5,2,5,5,5,24,1,19,Lines Increased
521,Public Class,com.android.gallery3d.filtershow.filters.SimpleImageFilter,1,1,2,13,3,1,19,3,3,14,2,33,Lines Increased
522,Public Class,com.android.gallery3d.filtershow.filters.SplineMath,3,1,0,0,5,2,6,6,4,131,1,50,Lines Increased
